temperature,humidity,rainfall,wind_speed,crop_type,soil_type,area_acres,days_since_last_irrigation,prev_water_litres,irrigation_needed,crop_stress,recommended_water_l_m2
30.5,67.1,0.0,21.5,Pepper,Peat,6.19,0,72,1,Medium,13.6
22.2,35.2,0.0,21.7,Coffee,Loam,1.02,4,246,1,High,13.0
37.5,60.4,0.0,10.3,Paddy,Sandy,8.38,2,449,1,Medium,26.7
30.5,53.0,2.5,23.5,Tea,Loam,4.62,6,153,1,High,11.5
35.1,91.5,35.0,12.1,Pepper,Peat,7.58,0,48,0,Low,0.0
20.4,38.8,60.0,14.8,Banana,Silty,6.38,3,335,0,Low,0.0
32.6,48.1,0.0,8.9,Tea,Clay,7.61,3,62,1,High,10.4
30.1,58.7,0.0,14.3,Vegetables,Clay,9.03,0,268,1,High,16.5
32.9,75.0,8.0,8.9,Pepper,Sandy,0.71,6,78,0,Low,0.0
26.3,58.3,60.0,17.2,Pepper,Silty,7.42,2,182,0,Low,0.0
33.9,81.2,2.5,14.0,Rubber,Sandy,9.4,5,460,1,High,20.6
22.3,54.7,0.0,18.7,Banana,Loam,2.32,2,261,1,Medium,16.8
36.2,40.1,35.0,24.3,Rubber,Loam,2.07,6,180,0,Medium,0.0
30.2,73.1,8.0,10.9,Coconut,Peat,7.61,8,266,0,Low,0.0
33.4,90.7,8.0,14.4,Vegetables,Chalky,7.11,5,363,0,Low,0.0
21.8,66.9,0.0,21.4,Paddy,Loam,3.38,2,256,0,Medium,0.0
30.7,71.0,8.0,21.0,Banana,Chalky,9.03,1,196,0,Low,0.0
22.4,42.3,0.0,18.2,Coffee,Peat,6.83,8,382,1,High,11.0
27.7,51.8,2.5,16.5,Coconut,Peat,8.15,7,291,1,High,10.3
28.3,74.5,15.0,22.0,Vegetables,Peat,1.8,6,19,0,Low,0.0
37.5,65.1,0.0,21.4,Vegetables,Chalky,8.69,5,43,1,High,21.4
20.8,38.0,0.0,21.8,Coffee,Loam,1.31,7,404,1,High,12.1
31.7,49.2,60.0,15.4,Coconut,Silty,1.51,9,282,0,Medium,0.0
24.9,84.7,0.0,5.5,Coconut,Clay,1.63,1,56,0,Medium,0.0
21.0,85.0,8.0,21.3,Tea,Clay,8.52,1,174,0,Low,0.0
28.0,37.4,0.0,24.7,Banana,Chalky,6.71,7,71,1,High,16.4
27.0,41.0,2.5,27.8,Coconut,Sandy,5.86,0,430,1,Medium,14.1
29.8,85.9,0.0,14.9,Rubber,Sandy,7.7,5,207,1,Medium,14.3
37.6,38.4,60.0,8.1,Coffee,Peat,2.06,5,12,0,Medium,0.0
26.0,48.2,60.0,17.4,Coconut,Silty,9.11,1,76,0,Low,0.0
36.4,76.7,35.0,20.4,Coconut,Sandy,5.97,6,423,0,Low,0.0
34.2,83.1,35.0,25.1,Banana,Loam,9.04,8,180,0,Low,0.0
26.0,85.7,60.0,25.8,Coffee,Silty,6.93,3,340,0,Low,0.0
27.1,47.5,2.5,18.8,Banana,Peat,4.78,0,218,1,Medium,19.4
23.9,92.1,15.0,22.5,Pepper,Peat,3.52,9,356,0,Low,0.0
25.7,37.2,0.0,16.9,Vegetables,Silty,4.19,7,98,1,High,14.5
37.8,80.1,0.0,15.7,Coconut,Chalky,1.44,5,323,1,High,16.5
24.1,72.6,8.0,26.3,Coconut,Loam,8.08,5,398,0,Low,0.0
21.2,58.2,0.0,8.9,Vegetables,Silty,9.23,7,291,1,High,17.9
27.2,83.1,0.0,19.4,Banana,Sandy,7.54,8,225,1,Medium,22.0
27.5,71.5,8.0,9.8,Pepper,Sandy,9.28,3,68,0,Low,0.0
25.5,57.2,60.0,12.5,Coffee,Loam,1.05,2,173,0,Low,0.0
36.8,44.1,0.0,12.1,Tea,Chalky,1.24,8,323,1,High,16.0
20.1,76.5,35.0,23.1,Tea,Loam,5.39,6,215,0,Low,0.0
28.9,56.6,0.0,23.1,Tea,Loam,4.84,3,194,1,High,12.8
21.6,86.8,35.0,14.2,Pepper,Peat,4.46,9,342,0,Low,0.0
23.0,38.7,35.0,27.3,Banana,Peat,3.26,1,36,0,Low,0.0
36.3,53.3,0.0,8.2,Pepper,Silty,7.3,2,364,1,High,14.8
20.2,39.5,0.0,26.6,Banana,Sandy,4.84,8,460,1,High,19.2
28.6,50.3,0.0,27.6,Rubber,Peat,1.42,0,230,1,Medium,12.5
34.6,39.8,0.0,22.6,Paddy,Chalky,4.94,7,165,1,High,21.8
25.5,68.7,8.0,22.3,Paddy,Chalky,4.61,0,291,0,Low,0.0
29.1,58.4,15.0,25.8,Tea,Sandy,5.13,7,237,0,Low,0.0
29.7,62.2,15.0,25.4,Banana,Peat,6.01,5,56,0,Low,0.0
25.3,59.3,0.0,18.1,Coconut,Peat,4.23,7,322,1,High,12.9
26.8,38.8,2.5,11.6,Banana,Sandy,3.38,6,367,1,High,22.8
26.4,69.3,35.0,23.1,Banana,Sandy,9.41,7,390,0,Low,0.0
30.8,71.6,0.0,16.9,Paddy,Loam,2.95,3,18,1,High,18.9
38.9,52.3,0.0,9.7,Tea,Silty,1.42,3,485,1,High,14.5
21.1,85.7,8.0,9.5,Rubber,Chalky,3.31,9,56,0,Low,0.0
32.7,43.0,15.0,22.5,Rubber,Clay,9.01,8,270,0,Medium,0.0
20.6,55.2,0.0,17.8,Rubber,Peat,8.19,0,212,1,Medium,10.9
29.6,50.7,0.0,8.4,Tea,Silty,5.37,1,166,1,Medium,13.5
24.6,62.0,35.0,21.2,Tea,Silty,1.38,5,442,0,Low,0.0
27.5,87.0,15.0,7.0,Rubber,Loam,5.73,3,166,0,Low,0.0
38.4,61.6,2.5,7.9,Vegetables,Chalky,3.03,3,380,1,High,18.2
20.9,58.2,0.0,21.9,Tea,Silty,9.51,1,297,1,Medium,11.2
38.5,59.7,0.0,16.5,Pepper,Sandy,7.97,6,317,1,High,17.0
36.1,57.9,35.0,20.2,Vegetables,Sandy,6.16,9,178,0,Medium,0.0
24.0,85.5,15.0,23.6,Banana,Sandy,3.44,2,213,0,Low,0.0
32.9,42.1,8.0,8.8,Coffee,Clay,6.39,7,321,0,Medium,0.0
22.4,52.4,0.0,10.5,Rubber,Peat,7.36,8,218,1,High,12.0
22.6,87.0,60.0,26.9,Rubber,Silty,2.8,7,175,0,Low,0.0
26.0,51.0,2.5,14.4,Banana,Silty,7.59,5,272,1,High,16.7
24.4,73.1,0.0,4.2,Pepper,Sandy,3.63,9,21,1,Medium,14.2
35.4,52.6,0.0,27.6,Banana,Silty,8.59,8,312,1,High,22.6
31.6,89.9,0.0,13.5,Vegetables,Peat,0.52,7,4,1,High,16.1
33.7,45.4,0.0,19.2,Coconut,Loam,0.99,6,492,1,High,15.2
23.5,65.2,0.0,5.3,Coffee,Clay,5.76,6,144,1,Medium,11.8
23.1,53.2,15.0,22.6,Coconut,Chalky,6.47,0,348,0,Low,0.0
29.5,80.9,0.0,15.0,Tea,Peat,0.83,5,373,1,Medium,10.3
28.3,52.6,0.0,10.4,Rubber,Silty,8.05,0,15,1,Medium,10.4
22.8,87.6,15.0,20.0,Coffee,Loam,9.15,4,230,0,Low,0.0
35.7,72.6,0.0,11.6,Banana,Loam,2.59,6,425,1,High,23.6
22.5,58.2,2.5,18.6,Tea,Sandy,5.32,2,392,1,Medium,16.7
36.3,45.2,35.0,27.9,Rubber,Peat,9.34,0,357,0,Low,0.0
33.2,78.5,8.0,13.8,Vegetables,Chalky,0.71,3,458,0,Low,0.0
32.9,87.8,35.0,7.1,Tea,Silty,9.83,8,42,0,Low,0.0
28.3,37.4,0.0,6.3,Vegetables,Silty,6.13,9,68,1,High,17.4
28.8,82.1,35.0,19.4,Pepper,Silty,5.49,0,494,0,Low,0.0
38.5,56.6,0.0,19.9,Coconut,Peat,7.62,9,229,1,High,15.2
21.1,55.6,35.0,19.7,Paddy,Peat,1.83,7,207,0,Low,0.0
28.7,39.6,15.0,21.7,Coconut,Sandy,5.94,5,173,0,Low,0.0
37.8,56.1,0.0,17.2,Coffee,Chalky,1.47,2,446,1,High,14.1
33.7,65.8,15.0,14.5,Paddy,Peat,5.69,9,393,0,Low,0.0
31.1,46.2,2.5,8.5,Banana,Chalky,9.5,8,231,1,High,16.5
30.0,41.6,35.0,23.7,Paddy,Clay,3.82,7,460,0,Low,0.0
20.5,79.1,0.0,24.1,Coffee,Peat,6.91,6,41,1,Medium,11.4
22.4,42.8,0.0,22.2,Rubber,Clay,1.24,9,435,1,High,11.4
26.2,71.1,0.0,18.8,Coconut,Sandy,7.18,6,1,1,Medium,13.2
34.2,86.1,60.0,11.2,Paddy,Clay,4.6,4,115,0,Low,0.0
38.1,47.6,0.0,21.1,Rubber,Chalky,6.4,9,332,1,High,14.8
22.7,80.5,2.5,9.3,Coffee,Loam,6.64,5,206,1,Medium,10.6
33.0,70.6,35.0,15.8,Pepper,Loam,9.32,9,74,0,Low,0.0
25.6,52.7,0.0,5.3,Tea,Loam,4.85,6,48,1,High,13.6
22.0,74.4,0.0,18.7,Coffee,Silty,5.68,4,163,1,Medium,10.8
29.9,63.1,0.0,11.3,Vegetables,Silty,1.87,8,79,1,Medium,15.7
35.1,43.5,15.0,14.9,Banana,Silty,8.48,3,163,0,Medium,0.0
21.6,49.2,0.0,12.5,Paddy,Sandy,5.6,4,99,1,High,21.7
31.9,51.0,15.0,8.1,Paddy,Silty,5.91,8,478,0,Medium,0.0
38.8,44.8,2.5,4.2,Vegetables,Loam,7.01,9,358,1,High,18.5
36.9,51.5,0.0,22.7,Banana,Sandy,4.14,6,269,1,High,24.8
25.9,80.7,0.0,14.8,Rubber,Clay,9.55,9,136,1,Medium,12.5
29.0,87.5,15.0,25.9,Banana,Sandy,7.35,5,119,0,Low,0.0
35.0,75.8,2.5,19.0,Paddy,Clay,8.32,2,498,1,Medium,23.5
23.3,37.8,0.0,25.8,Tea,Silty,8.29,8,312,1,High,10.8
25.0,74.8,2.5,9.7,Coffee,Silty,7.82,4,373,1,Medium,14.0
26.5,38.7,0.0,11.2,Vegetables,Sandy,3.08,2,473,1,Medium,18.5
21.7,55.5,15.0,14.1,Pepper,Clay,7.24,6,299,0,Low,0.0
22.6,38.3,0.0,5.7,Paddy,Silty,1.64,1,351,1,Medium,18.0
36.0,61.8,2.5,18.7,Coffee,Loam,3.93,1,484,1,Medium,16.0
22.4,69.9,0.0,27.9,Coconut,Clay,8.25,4,197,1,Medium,13.2
31.3,88.2,0.0,21.2,Rubber,Sandy,4.47,4,99,1,High,13.4
20.3,87.4,0.0,14.8,Rubber,Peat,3.54,7,97,1,Medium,10.7
38.2,86.1,0.0,19.9,Rubber,Loam,0.58,7,479,1,High,16.3
28.7,66.1,0.0,22.0,Pepper,Clay,1.88,4,466,1,Medium,11.1
38.7,58.0,60.0,9.1,Banana,Sandy,6.47,4,176,0,Medium,0.0
27.9,50.5,8.0,4.7,Rubber,Clay,5.14,1,116,0,Low,0.0
31.9,56.5,35.0,16.2,Coffee,Clay,1.74,1,368,0,Low,0.0
36.5,89.3,0.0,21.2,Rubber,Clay,5.18,9,272,1,High,15.9
24.7,89.9,15.0,15.1,Coconut,Silty,6.5,5,50,0,Low,0.0
22.5,57.5,0.0,26.3,Banana,Clay,2.23,6,250,1,High,16.2
28.9,86.2,0.0,21.1,Coconut,Loam,5.41,9,119,1,Medium,13.4
26.8,72.9,0.0,6.6,Tea,Clay,2.16,4,322,1,Medium,11.0
33.6,81.6,0.0,4.1,Banana,Sandy,1.45,8,129,1,High,23.1
27.7,48.2,15.0,21.6,Tea,Sandy,2.51,2,495,0,Low,0.0
25.3,59.7,0.0,26.2,Coffee,Sandy,1.48,2,257,1,Medium,14.1
39.0,86.5,60.0,7.5,Rubber,Sandy,8.01,8,303,0,Low,0.0
20.9,72.4,0.0,25.6,Vegetables,Peat,8.2,4,282,1,Medium,17.8
27.7,81.3,2.5,5.9,Paddy,Loam,1.33,3,386,1,Medium,19.3
35.0,47.1,15.0,27.2,Banana,Clay,9.44,4,98,0,Medium,0.0
30.8,57.6,35.0,17.8,Vegetables,Chalky,0.66,6,376,0,Medium,0.0
20.3,69.0,0.0,5.2,Banana,Peat,3.75,3,428,1,Medium,19.6
33.6,84.1,2.5,20.4,Coconut,Clay,7.77,5,168,1,High,14.6
32.3,45.3,8.0,9.1,Coffee,Clay,1.3,2,331,0,Low,0.0
34.5,70.1,35.0,10.1,Tea,Chalky,8.27,4,467,0,Low,0.0
29.5,62.3,15.0,24.8,Coffee,Sandy,6.86,1,371,0,Low,0.0
27.9,86.2,35.0,27.1,Coffee,Chalky,3.0,8,487,0,Low,0.0
33.7,41.1,8.0,27.1,Coffee,Sandy,7.12,0,318,0,Low,0.0
25.2,54.2,0.0,25.0,Paddy,Sandy,8.73,9,452,1,High,19.5
28.1,44.7,0.0,14.9,Banana,Chalky,6.02,0,152,1,Medium,16.8
29.0,56.7,0.0,16.9,Pepper,Chalky,8.56,6,439,1,High,11.9
29.3,85.8,35.0,17.3,Paddy,Clay,9.38,5,16,0,Low,0.0
37.4,89.5,60.0,15.7,Pepper,Clay,1.51,9,343,0,Low,0.0
38.0,53.3,0.0,8.1,Vegetables,Clay,0.83,2,15,1,High,20.2
26.8,61.8,0.0,11.9,Coffee,Clay,2.25,5,471,1,Medium,11.1
33.9,39.6,8.0,4.5,Rubber,Silty,7.87,0,54,0,Low,0.0
30.7,47.3,0.0,18.0,Banana,Sandy,8.27,9,181,1,High,19.7
35.6,60.7,0.0,25.7,Coconut,Clay,5.43,3,255,1,High,14.5
22.4,70.0,0.0,13.0,Coffee,Silty,5.68,1,36,0,Medium,0.0
33.3,74.5,60.0,4.9,Vegetables,Sandy,5.52,4,347,0,Low,0.0
20.1,95.0,35.0,24.8,Tea,Silty,7.41,2,395,0,Low,0.0
31.2,75.0,8.0,22.2,Coconut,Loam,1.24,1,83,0,Low,0.0
21.9,59.6,0.0,6.7,Rubber,Sandy,5.56,7,193,1,High,13.4
36.6,82.0,35.0,6.3,Vegetables,Chalky,4.33,8,482,0,Low,0.0
23.3,75.4,0.0,5.2,Vegetables,Silty,6.96,8,20,1,Medium,17.0
38.9,74.9,8.0,7.7,Pepper,Sandy,7.43,4,259,0,Low,0.0
21.2,62.0,0.0,27.7,Banana,Peat,1.85,0,455,0,Medium,0.0
31.9,38.3,0.0,7.8,Vegetables,Chalky,0.6,3,11,1,High,14.8
26.1,70.6,0.0,16.0,Vegetables,Silty,4.2,0,415,0,Medium,0.0
35.0,52.8,15.0,10.2,Coffee,Peat,1.46,5,289,0,Medium,0.0
39.0,35.1,15.0,7.7,Paddy,Sandy,8.5,8,362,0,Medium,0.0
21.4,77.2,35.0,25.5,Rubber,Chalky,3.0,3,92,0,Low,0.0
37.6,64.0,15.0,13.7,Coffee,Sandy,8.94,4,455,0,Low,0.0
24.6,90.9,0.0,23.3,Vegetables,Sandy,1.94,1,6,0,Medium,0.0
33.4,46.4,15.0,13.1,Tea,Chalky,2.18,5,131,0,Medium,0.0
21.3,56.3,0.0,17.9,Pepper,Peat,5.76,9,249,1,High,13.4
32.2,74.0,0.0,13.4,Tea,Peat,2.55,1,361,1,Medium,12.9
29.5,59.9,0.0,8.0,Coconut,Clay,7.34,8,402,1,High,13.6
25.5,54.7,0.0,13.6,Rubber,Loam,6.39,4,122,1,High,13.3
24.1,42.2,15.0,16.5,Banana,Clay,4.89,1,203,0,Low,0.0
38.6,40.8,60.0,25.6,Rubber,Chalky,6.87,1,348,0,Low,0.0
30.4,70.5,35.0,22.6,Vegetables,Silty,6.26,5,235,0,Low,0.0
30.3,83.2,60.0,22.3,Rubber,Silty,2.47,7,287,0,Low,0.0
36.5,60.9,0.0,6.0,Paddy,Loam,9.66,4,309,1,High,23.5
36.7,56.0,35.0,20.9,Coconut,Chalky,0.67,7,294,0,Medium,0.0
29.2,81.7,15.0,17.6,Banana,Loam,0.63,1,351,0,Low,0.0
31.4,85.9,0.0,16.6,Pepper,Chalky,3.06,8,288,1,High,13.7
33.7,69.6,8.0,6.0,Vegetables,Loam,5.34,0,275,0,Low,0.0
26.8,39.9,0.0,20.0,Paddy,Loam,6.98,9,408,1,High,16.9
38.6,58.2,2.5,16.2,Coconut,Chalky,7.58,7,384,1,High,14.8
28.8,52.2,60.0,6.5,Pepper,Chalky,8.33,3,307,0,Low,0.0
21.4,51.4,0.0,20.7,Coconut,Peat,9.99,6,395,1,High,10.0
22.8,81.6,15.0,27.2,Coffee,Clay,4.85,6,374,0,Low,0.0
21.2,62.9,0.0,17.0,Tea,Peat,2.94,7,462,1,Medium,10.2
37.4,71.9,35.0,26.5,Coffee,Chalky,2.49,6,84,0,Low,0.0
31.0,91.9,0.0,25.4,Banana,Peat,5.54,8,370,1,High,17.0
28.7,72.7,0.0,27.8,Tea,Peat,8.42,5,381,1,Medium,12.6
33.8,73.0,0.0,27.8,Coffee,Chalky,5.23,7,406,1,High,17.7
28.4,67.9,15.0,8.9,Pepper,Clay,6.77,7,391,0,Low,0.0
26.0,65.7,0.0,22.0,Tea,Silty,2.45,6,400,1,Medium,10.5
25.9,88.2,60.0,26.0,Coconut,Chalky,9.89,3,162,0,Low,0.0
26.4,70.2,0.0,7.8,Coconut,Clay,3.05,9,243,1,Medium,12.9
37.9,87.9,2.5,5.8,Vegetables,Loam,6.83,6,136,1,High,21.8
36.6,77.5,15.0,4.5,Rubber,Silty,0.81,6,292,0,Low,0.0
30.2,93.1,60.0,14.3,Rubber,Chalky,6.24,1,454,0,Low,0.0
21.8,37.0,35.0,25.8,Tea,Chalky,6.35,2,421,0,Low,0.0
33.0,93.9,60.0,20.5,Paddy,Loam,3.05,3,401,0,Low,0.0
36.2,56.4,15.0,26.4,Pepper,Sandy,4.77,5,378,0,Medium,0.0
30.4,74.0,2.5,16.4,Coffee,Chalky,7.62,7,274,1,High,12.5
26.8,59.3,35.0,8.7,Coffee,Sandy,5.18,6,176,0,Low,0.0
25.3,38.9,35.0,13.9,Paddy,Clay,9.68,4,115,0,Low,0.0
27.1,36.6,35.0,16.6,Banana,Chalky,6.27,6,377,0,Low,0.0
36.0,37.2,0.0,23.4,Pepper,Silty,9.19,6,82,1,High,16.7
21.0,82.0,2.5,4.7,Rubber,Peat,2.71,1,358,0,Medium,0.0
38.6,44.3,35.0,19.1,Banana,Sandy,9.62,6,76,0,Medium,0.0
37.2,78.8,2.5,24.0,Vegetables,Peat,8.65,8,202,1,High,21.7
20.2,39.5,35.0,24.8,Rubber,Peat,1.08,1,274,0,Low,0.0
31.8,93.2,0.0,27.2,Pepper,Chalky,5.2,8,224,1,High,12.2
29.6,43.7,2.5,22.0,Paddy,Peat,5.1,0,51,1,Medium,17.0
20.5,52.1,0.0,5.3,Banana,Silty,9.57,4,144,1,High,17.3
23.5,69.6,8.0,8.6,Vegetables,Silty,1.61,5,484,0,Low,0.0
26.5,79.9,35.0,4.1,Vegetables,Silty,6.55,7,339,0,Low,0.0
27.1,90.5,0.0,25.2,Paddy,Sandy,7.53,9,465,1,Medium,20.8
26.5,78.1,8.0,8.6,Rubber,Clay,4.81,7,322,0,Low,0.0
27.3,86.3,15.0,13.4,Tea,Chalky,0.78,0,295,0,Low,0.0
30.1,70.8,2.5,9.1,Paddy,Clay,5.01,9,362,1,High,19.3
37.1,81.9,35.0,24.9,Coconut,Clay,2.85,5,320,0,Low,0.0
21.9,78.7,60.0,18.2,Tea,Sandy,2.41,7,175,0,Low,0.0
30.0,74.1,0.0,17.0,Pepper,Chalky,2.13,5,266,1,Medium,11.4
34.1,61.3,2.5,7.3,Paddy,Peat,5.48,9,183,1,High,21.4
37.2,70.2,0.0,13.8,Coconut,Chalky,2.65,5,322,1,High,14.4
29.5,50.8,2.5,25.5,Tea,Clay,8.66,6,398,1,High,13.5
26.1,45.7,60.0,18.1,Rubber,Sandy,1.92,9,132,0,Low,0.0
25.6,69.3,0.0,23.4,Banana,Silty,8.06,4,87,1,Medium,16.3
37.7,58.7,0.0,7.1,Paddy,Chalky,8.8,7,443,1,High,20.5
36.3,73.0,60.0,25.0,Coconut,Chalky,6.73,0,74,0,Low,0.0
36.4,53.6,8.0,16.7,Vegetables,Sandy,3.84,2,499,0,Low,0.0
35.2,83.2,2.5,20.2,Vegetables,Sandy,7.54,2,384,1,Medium,22.4
35.4,52.7,15.0,4.6,Tea,Silty,2.66,5,289,0,Medium,0.0
36.2,82.9,2.5,17.1,Pepper,Silty,9.08,3,392,1,High,14.9
33.5,84.4,0.0,4.3,Vegetables,Loam,7.2,6,463,1,High,19.2
34.7,39.5,0.0,21.9,Banana,Clay,5.96,5,61,1,High,20.1
30.4,86.5,35.0,15.0,Coconut,Loam,9.37,7,131,0,Low,0.0
32.6,77.5,8.0,4.1,Rubber,Sandy,1.86,9,466,0,Low,0.0
35.0,73.4,35.0,15.5,Paddy,Sandy,6.95,2,440,0,Low,0.0
33.8,41.9,60.0,11.3,Tea,Silty,4.77,8,389,0,Medium,0.0
30.9,95.0,2.5,5.5,Paddy,Loam,6.22,4,286,1,High,19.9
30.3,68.6,2.5,9.6,Tea,Sandy,3.23,4,27,1,High,16.2
20.9,71.2,0.0,10.9,Coconut,Peat,4.81,1,9,0,Medium,0.0
21.0,56.3,35.0,17.3,Tea,Silty,3.11,3,137,0,Low,0.0
34.8,91.5,15.0,24.4,Coconut,Peat,3.66,3,64,0,Low,0.0
22.0,76.3,35.0,10.9,Tea,Peat,1.43,0,353,0,Low,0.0
21.1,41.6,0.0,12.8,Banana,Loam,7.99,0,494,1,Medium,19.8
35.7,68.9,0.0,22.6,Vegetables,Clay,6.83,8,129,1,High,18.5
24.5,91.0,0.0,18.3,Vegetables,Silty,5.44,9,349,1,Medium,17.0
24.4,38.6,60.0,9.1,Pepper,Clay,4.35,1,396,0,Low,0.0
27.4,54.4,0.0,25.7,Coconut,Loam,3.98,4,298,1,High,13.9
37.4,45.0,0.0,21.9,Vegetables,Clay,3.64,9,246,1,High,19.8
31.4,39.3,0.0,14.4,Tea,Clay,7.05,2,240,1,High,10.4
29.7,79.1,0.0,25.8,Coffee,Sandy,2.65,8,18,1,Medium,16.3
24.4,47.0,35.0,13.4,Coconut,Sandy,5.99,2,168,0,Low,0.0
21.6,72.2,15.0,11.9,Rubber,Clay,5.04,5,95,0,Low,0.0
29.2,77.3,8.0,22.4,Paddy,Sandy,3.56,2,381,0,Low,0.0
37.9,90.9,15.0,6.6,Paddy,Loam,5.34,8,450,0,Low,0.0
29.1,85.1,15.0,15.8,Vegetables,Sandy,1.6,9,127,0,Low,0.0
30.1,63.9,8.0,8.8,Pepper,Loam,2.99,5,464,0,Low,0.0
25.2,83.1,0.0,15.6,Banana,Silty,9.79,3,290,1,Medium,18.6
27.2,80.3,2.5,25.9,Coffee,Chalky,4.41,4,435,1,Medium,12.3
31.7,37.4,0.0,13.2,Paddy,Peat,7.36,9,101,1,High,18.6
29.7,44.5,60.0,26.7,Banana,Peat,3.51,4,65,0,Low,0.0
29.5,53.6,0.0,18.2,Vegetables,Peat,0.54,0,400,1,Medium,17.5
22.8,77.7,35.0,4.5,Coconut,Clay,5.0,7,243,0,Low,0.0
20.1,84.2,60.0,19.4,Rubber,Peat,3.28,0,306,0,Low,0.0
26.1,93.1,2.5,19.4,Tea,Silty,1.7,0,300,0,Medium,0.0
32.5,63.2,2.5,5.8,Coffee,Chalky,6.6,8,245,1,High,11.2
23.2,57.7,2.5,22.5,Paddy,Loam,2.34,3,32,1,High,19.7
35.9,85.6,35.0,25.1,Banana,Clay,8.15,5,175,0,Low,0.0
36.2,83.1,0.0,9.8,Vegetables,Chalky,9.32,1,494,1,Medium,20.7
37.3,55.7,35.0,9.7,Paddy,Loam,4.22,4,70,0,Medium,0.0
33.1,58.2,35.0,16.8,Banana,Silty,6.92,4,130,0,Medium,0.0
20.3,45.0,0.0,8.6,Tea,Loam,8.72,8,12,1,High,10.3
26.8,79.9,15.0,21.8,Coconut,Loam,8.03,7,310,0,Low,0.0
29.4,37.4,15.0,18.8,Coffee,Silty,0.59,8,9,0,Low,0.0
24.9,73.2,8.0,14.7,Pepper,Chalky,3.02,4,62,0,Low,0.0
32.6,82.0,0.0,16.1,Paddy,Chalky,9.36,8,354,1,High,18.9
20.4,47.3,0.0,14.7,Banana,Peat,3.38,2,278,1,Medium,17.1
28.8,88.3,0.0,9.9,Paddy,Sandy,9.15,9,430,1,Medium,21.7
34.8,42.9,35.0,12.1,Coffee,Sandy,2.8,9,354,0,Medium,0.0
29.9,35.8,35.0,19.0,Tea,Peat,5.29,0,323,0,Low,0.0
30.9,73.2,0.0,17.7,Tea,Silty,4.61,1,379,1,Medium,10.1
31.2,66.4,15.0,11.4,Paddy,Loam,1.36,3,127,0,Low,0.0
33.1,42.6,2.5,11.4,Banana,Chalky,8.46,5,230,1,High,23.6
20.2,47.1,2.5,27.9,Vegetables,Silty,3.47,6,57,1,High,16.7
30.0,93.2,2.5,21.3,Tea,Loam,4.38,4,307,1,Medium,13.2
25.9,54.6,35.0,20.6,Pepper,Peat,1.66,5,407,0,Low,0.0
31.1,39.9,0.0,5.7,Paddy,Clay,3.58,1,326,1,High,19.6
30.5,66.6,35.0,15.7,Coconut,Loam,8.74,8,286,0,Low,0.0
32.7,42.6,0.0,19.7,Banana,Silty,0.94,8,162,1,High,18.5
36.9,65.3,8.0,18.8,Pepper,Loam,1.49,4,117,0,Low,0.0
35.6,70.1,0.0,16.4,Tea,Chalky,3.49,4,467,1,High,16.9
27.8,72.8,35.0,14.5,Coffee,Loam,6.43,5,77,0,Low,0.0
25.0,49.5,8.0,23.6,Rubber,Loam,8.17,9,210,0,Low,0.0
21.9,92.7,15.0,22.5,Pepper,Silty,5.26,0,67,0,Low,0.0
27.8,81.8,8.0,15.7,Paddy,Loam,6.13,8,88,0,Low,0.0
29.5,71.3,0.0,6.7,Coconut,Chalky,7.7,6,386,1,Medium,12.2
22.5,81.0,60.0,10.4,Rubber,Sandy,8.81,5,333,0,Low,0.0
37.4,52.6,8.0,10.1,Tea,Loam,4.14,9,230,0,Medium,0.0
28.7,45.2,60.0,5.7,Vegetables,Chalky,7.93,4,312,0,Low,0.0
21.9,35.7,35.0,26.7,Vegetables,Peat,1.75,9,341,0,Low,0.0
24.8,86.5,0.0,6.6,Vegetables,Sandy,5.84,0,348,0,Medium,0.0
34.5,52.1,0.0,12.1,Pepper,Clay,6.33,6,269,1,High,16.6
28.2,84.2,60.0,4.5,Pepper,Sandy,7.11,4,485,0,Low,0.0
21.1,63.8,35.0,7.9,Coffee,Silty,8.61,0,234,0,Low,0.0
25.0,89.2,0.0,13.5,Paddy,Silty,9.83,9,239,1,Medium,19.7
34.9,54.5,0.0,20.1,Banana,Chalky,8.16,5,292,1,High,20.8
27.3,64.1,35.0,25.5,Coconut,Silty,1.67,6,425,0,Low,0.0
28.2,87.5,15.0,14.4,Banana,Clay,9.93,0,37,0,Low,0.0
21.0,41.3,2.5,18.9,Tea,Clay,5.29,0,47,1,Medium,11.1
38.0,85.5,8.0,27.1,Vegetables,Clay,1.11,0,159,0,Low,0.0
31.2,88.7,0.0,15.7,Banana,Sandy,6.57,7,144,1,High,20.7
25.2,88.3,2.5,5.7,Coconut,Loam,7.28,1,451,0,Medium,0.0
27.6,44.1,0.0,16.6,Coffee,Loam,3.94,5,279,1,High,14.0
20.7,74.3,0.0,11.7,Paddy,Chalky,2.71,8,475,1,Medium,18.8
21.3,46.6,0.0,19.9,Tea,Loam,1.43,8,236,1,High,10.2
21.5,94.6,60.0,5.2,Rubber,Silty,6.72,3,291,0,Low,0.0
35.8,56.0,0.0,16.3,Vegetables,Loam,4.82,5,116,1,High,20.8
37.9,54.8,0.0,4.3,Coffee,Peat,2.1,3,146,1,High,17.9
38.0,46.8,0.0,9.6,Pepper,Clay,6.72,4,321,1,High,15.9
27.1,64.6,8.0,16.4,Coffee,Loam,6.9,7,426,0,Low,0.0
